text,label,label_name
i feel pleased but at the same time i really don t understand why do we feel this patriotism only twice every year,1,joy
i feel kind of alone and helpless in,0,sadness
i was feeling really shitty invaded disrespected and i was not even one of the actors victims,0,sadness
i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,2,love
i want to go in feeling eager and come out with a dazzling cert whilst on the phone with my mum feeling that at least ive made her proud,1,joy
i t want t know f t habitual t feel frightened wh n initiation r career,4,fear
i have been struggling with this feeling of being damaged,0,sadness
i am feeling overwhelmed with excitement and anxiety as i prepare for my flight to florence in a few hours,4,fear
i guess this is exactly what being feels like longing to go on adventure but at the same time feeling like you want to settle,2,love
i feel depressed my old sexual demon returns and that banishes my despair in mad displays of wild exhibitionism april part two a href http newrhinegargoyle,0,sadness
i feel hate whoever that love me or caring towards me,2,love
i was feeling very pressured,4,fear
i now feel so determined to smash round and really give her something to be proud of,1,joy
i get more upset when bruce is a little more tired from work than usual i feel a little rejected,0,sadness
i hate feeling this pathetic,0,sadness
i wrapped one child after another in a hug i realized with a sinking feeling how quickly each precious moment was passing and i was thankful that in that particular precious passing moment i was with my kids,1,joy
i finally realized that all i needed was to be and feel useful and blogging allowed me to do that,1,joy
i feel appreciative of everything,1,joy
i have no doubt they would dial feeling threatened,4,fear
i finished blogging i was feeling shaky and checked my level to see a,4,fear
i feel vulnerable when im alone not only because i feel so incapable of defending myself but also because i could go into labour at any point,4,fear
i feel like im the mad hatter rather than alice,3,anger
i am wearing and feeling confident about myself,1,joy
i hate these feelings of not being complacent,1,joy
i would feel strange describing it but if anyone is interested let me know and i will add it,4,fear
i feel heartbroken and worried and i have a wicked headache,0,sadness
im not planning to get hammered i warned feeling virtuous,1,joy
i feel so selfish so self indulgent,3,anger
i really feel unhappy,0,sadness
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,0,sadness
i feel like a monster because as we make our way through the rubble and stunned bodies all im thinking is that we need to find a way to keep going,5,surprise
heated discussion with spouse concerning new house,3,anger
i feel kind of pathetic that i have such a hard time with this all,0,sadness
i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,4,fear
i know is that i personally feel like staying in bed sleeping hours of the day never working again in my life and maybe eventually taking up hot yoga or zumba or some lame housewife esque passion,2,love
i feel positive and focus on the running rather than the photos,1,joy
im tired of feeling so lethargic,0,sadness
i also think its because im so afraid of feeling victimized again,0,sadness
i do however want you to know that if something someone is causing you to feel less then your splendid self step away from them,1,joy
